candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
12886,SORBI_3003G300200,3,63101517,63152554,612,44,330,1.4535,0.073039,0.20504,0.040107,0.073039,0.220377861897135,1,11238,2.781036e-4,612,12249,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.442201539842612,0.47961314672639,0,0,0.921814686569002
12887,SORBI_3003G394400,3,70494047,70545318,585,40,330,1.5172,0.064605,0.24798,0.029732,0.064605,0.207602951099318,1,10552,3.391274e-4,585,13046,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.414824800298803,0.506967391946963,0,0,0.921792192245765
12888,SORBI_3004G236000,4,58356947,58410197,525,44,329,1.4571,0.072545,0.52243,0.015125,0.072545,0.219521469212922,1,11205,2.807834e-4,525,12286,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.440891663501727,0.480890313614191,0,0,0.921781977115918
12889,SORBI_3010G218800,10,56116769,56171351,836,36,329,-0.48381,0.68574,0.60132,0.65172,0.68574,0.780061457326892,1,29808,0.009728451,836,29691,1,5.39697717975818,LIPAS-PWY,triacylglycerol degradation,LIPAS-PWY,triacylglycerol degradation,4.00887781942318e-6,15,FALSE,FALSE,TRUE,1,0.0576773495006027,0.055969336933104,1.43563204895166,0.301029995663981,0.921771709608731
12890,SORBI_3003G442900,3,74085082,74135582,622,36,330,1.515,0.064889,0.46857,0.016306,0.064889,0.207818990650675,1,10586,3.376151e-4,622,13005,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.41619181795338,0.505570284830022,0,0,0.921762102783402
12891,SORBI_3004G061600,4,4954777,5007568,766,37,330,1.3567,0.087432,0.74685,0.016748,0.087432,0.239683422750424,1,12369,2.094996e-4,766,11131,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.483767991734302,0.437967584964251,0,0,0.921735576698553
12892,SORBI_3003G219700,3,55468799,55520216,574,48,330,1.5893,0.055991,0.11432,0.056482,0.055991,0.194109607851155,1,9780,4.376665e-4,574,14083,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.381606995200207,0.53996331969767,0,0,0.921570314897876
12893,SORBI_3002G138100,2,21209750,21267106,902,57,330,1.2247,0.11034,0.86253,0.024901,0.11034,0.270645885416667,1,13824,1.47066e-4,902,9964,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.531868455620803,0.38966844935045297,0,0,0.921536904971256
12894,SORBI_3002G189350,2,57518639,57569842,1400,92,328,1.4111,0.079111,0.1241,0.080868,0.079111,0.228565571988414,1,11736,2.447019e-4,1400,11737,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.460745069902577,0.460782073650045,0,0,0.921527143552622
12895,SORBI_3008G004400,8,375021,429229,957,46,330,1.632,0.051343,0.071534,0.05969,0.051343,0.186439532233883,1,9337,5.166891e-4,957,14754,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.361392395362911,0.560094815678417,0,0,0.921487211041327
12896,SORBI_3005G011300,5,991821,1045359,1121,38,330,1.3154,0.094183,0.48556,0.027171,0.094183,0.249201716558771,1,12815,1.857358e-4,1121,10750,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.498893710233647,0.422583563965009,0,0,0.921477274198656
12897,SORBI_3001G183633,1,15617126,15668071,1376,64,328,1.1313,0.12897,0.47267,0.045465,0.12897,0.295980694416244,1,14775,1.177692e-4,1376,9326,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.560606763366798,0.360774684931979,0,0,0.921381448298777
12898,SORBI_3002G070600,2,7064158,7121499,1185,29,330,1.4229,0.077384,0.65858,0.014271,0.077384,0.226513870165746,1,11584,2.511757e-4,1185,11895,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.454937728111986,0.4664436256322,0,0,0.921381353744186
12899,SORBI_3005G185750,5,67006600,67057757,573,76,329,1.2447,0.10663,0.91159,0.018301,0.10663,0.266245216494845,1,13580,1.551719e-4,573,10147,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.52396451411072,0.397402404540789,0,0,0.921366918651509
12900,SORBI_3009G187400,9,53962518,54014681,622,37,330,1.3409,0.08997,0.53321,0.021321,0.08997,0.2432055625,1,12543,2.005948e-4,622,10986,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.489462579799931,0.431900752215194,0,0,0.921363332015126
12901,SORBI_3002G213900,2,60589963,60652254,580,52,330,1.4783,0.069668,0.067034,0.11901,0.069668,0.215093265246678,1,10981,0.001004747,580,17835,1,1.1952227485557,PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,0.0637936206379362,307,FALSE,FALSE,TRUE,1,0.279029060810899,0.489660282940735,0.124584932530155,0.301029995663981,0.921290808715906
12902,SORBI_3007G158200,7,59231036,59286113,1097,63,326,1.5198,0.064278,0.063466,0.10738,0.064278,0.207082035534442,1,10525,3.459709e-4,1097,13097,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.413130346971005,0.508080069977566,0,0,0.92121041694857
12903,SORBI_3004G061701,4,4958379,5010303,673,35,330,1.3553,0.087655,0.67553,0.018885,0.087655,0.24002307518372001,1,12383,2.094996e-4,673,11132,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.483728976823266,0.437476301561292,0,0,0.921205278384558
12904,SORBI_3001G304500,1,58808880,58862256,919,45,330,1.1803,0.11893,0.78565,0.022816,0.11893,0.282519156508337,1,14274,1.338544e-4,919,9659,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.545370008417859,0.375756482064362,0,0,0.921126490482221
12905,SORBI_3008G155800,8,58796034,58850467,888,19,329,1.3774,0.084199,0.90493,0.012004,0.084199,0.235526914549654,1,12121,2.220442e-4,888,11375,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.474350769156121,0.446763723255132,0,0,0.921114492411253
12906,SORBI_3002G146000,2,29012648,29068667,724,49,330,1.2368,0.10809,0.73261,0.022696,0.10809,0.26807458455237,1,13672,1.518376e-4,724,10085,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.526626271936487,0.394470124772591,0,0,0.921096396709078
12907,SORBI_3001G183000,1,15476347,15529084,1234,83,330,1.1784,0.11932,0.77746,0.025526,0.11932,0.282989617402252,1,14296,1.331998e-4,1234,9647,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.545909895961006,0.375087634987684,0,0,0.92099753094869
12908,SORBI_3001G195700,1,17551559,17604299,477,44,329,1.4536,0.073029,0.36518,0.022576,0.073029,0.220377861897135,1,11236,2.798936e-4,477,12275,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.441280673690265,0.479690443955731,0,0,0.920971117645996
12909,SORBI_3003G032301,3,2959143,3011928,851,43,330,1.2303,0.1093,0.57445,0.029709,0.1093,0.269420209363187,1,13754,1.502499e-4,851,10032,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.52891465099863,0.391873154479268,0,0,0.920787805477898
12910,SORBI_3003G243900,3,58293505,58346398,589,37,330,0.61888,0.268,0.7885,0.09089,0.268,0.453522461323485,1,20037,0.001177528,589,18598,1,3.82119267905217,PWY-5129,sphingolipid biosynthesis (plants),PWY-5129,sphingolipid biosynthesis (plants),1.5094103407296e-4,85,FALSE,FALSE,TRUE,1,0.26083593110958597,0.228469476300875,0.682304382293049,0.301029995663981,0.920766597256179
12911,SORBI_3008G162700,8,59623277,59676490,608,52,327,1.3685,0.085573,0.21598,0.061979,0.085573,0.237156459664896,1,12235,2.167016e-4,608,11279,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.478031577828523,0.442698200797464,0,0,0.920729778625986
12912,SORBI_3010G215700,10,55878425,55931907,989,49,328,1.5495,0.060634,0.11521,0.05787,0.060634,0.201724653846154,1,10192,3.916563e-4,989,13540,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.398683510136146,0.522042759493996,0,0,0.920726269630142
12913,SORBI_3010G073100,10,5934081,5987171,1098,41,330,1.372,0.085032,0.14645,0.073226,0.085032,0.236410713020663,1,12196,6.986171e-4,1098,16084,1,1.1952227485557,PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,0.0637936206379362,307,FALSE,FALSE,TRUE,1,0.323908110054398,0.444084758791928,0.124584932530155,0.301029995663981,0.920594333810598
12914,SORBI_3001G323400,1,61019711,61075887,778,51,329,1.4103,0.079221,0.37801,0.02899,0.079221,0.228757002810185,1,11742,2.463628e-4,778,11757,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.460005656287506,0.460560098443627,0,0,0.920565754731133
12915,SORBI_3001G313400,1,60035668,60093350,590,46,330,1.3232,0.092878,0.6169,0.022305,0.092878,0.24737578603409,1,12730,1.934461e-4,590,10845,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.495072618135059,0.425473770831616,0,0,0.920546388966675
12916,SORBI_3010G021700,10,1706598,1759679,642,39,329,1.3427,0.089679,0.3885,0.028153,0.089679,0.242963986577181,1,12514,2.025505e-4,642,11034,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.48756919486355,0.43290602384376897,0,0,0.920475218707319
12917,SORBI_3010G176000,10,51313335,51366295,681,65,328,1.1766,0.11968,0.792,0.024936,0.11968,0.283526125899532,1,14313,1.332657e-4,681,9649,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.545819868083009,0.374571503206683,0,0,0.920391371289692
12918,SORBI_3006G279000,6,60911448,60962808,290,50,330,1.687,0.045801,0.089166,0.043736,0.045801,0.1766107529278,1,8792,6.512554e-4,290,15709,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.334153634786146,0.586214495069837,0,0,0.920368129855983
12919,SORBI_3010G242500,10,58352637,58407697,573,52,329,1.3071,0.095593,0.37861,0.034481,0.095593,0.251190905455673,1,12904,1.848525e-4,573,10705,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.500715502854814,0.419577820104366,0,0,0.920293322959181
12920,SORBI_3004G134000,4,22403495,22458487,1386,54,330,1.2277,0.10979,0.79153,0.022873,0.10979,0.269926658449938,1,13790,1.497591e-4,1386,10019,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.529477797879666,0.390737908309422,0,0,0.920215706189088
12921,SORBI_3001G086050,1,6640470,6696510,582,33,330,1.6569,0.048767,0.11616,0.032686,0.048767,0.181933263945429,1,9089,5.79039e-4,582,15206,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.348287188334537,0.57178607106223,0,0,0.920073259396767
12922,SORBI_3003G267600,3,60383669,60436020,797,29,330,1.3912,0.082083,0.39319,0.023673,0.082083,0.232637108324975,1,11964,2.326507e-4,797,11553,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.467607401142878,0.452425770125991,0,0,0.920033171268869
12923,SORBI_3008G004000,8,350604,403292,502,29,330,1.6281,0.051754,0.10911,0.043511,0.051754,0.187226569081404,1,9373,5.166891e-4,502,14750,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.36151015417109,0.558423557459006,0,0,0.919933711630095
12924,SORBI_3002G146601,2,29869154,29921872,1129,71,330,1.3667,0.085861,0.71788,0.018309,0.085861,0.23752751798972,1,12257,2.17237e-4,1129,11287,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.477723649440613,0.441917988387569,0,0,0.919641637828182
12925,SORBI_3004G222600,4,57266747,57321081,457,42,329,1.55,0.060577,0.22051,0.03334,0.060577,0.201614145661563,1,10187,3.941195e-4,457,13583,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.397306473793006,0.522255868326921,0,0,0.919562342119927
12926,SORBI_3003G301400,3,63190425,63246732,785,63,330,1.2168,0.11185,0.50255,0.03697,0.11185,0.27288889048784,1,13898,1.467865e-4,785,9957,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.532173667357005,0.387349867141839,0,0,0.919523534498844
12927,SORBI_3002G407800,2,75646625,75700328,851,32,330,0.95591,0.16956,0.41179,0.082445,0.16956,0.346413999277021,1,16596,6.71227e-4,851,15877,1,2.53764542937791,PWY-2781,<i>cis</i>-zeatin biosynthesis,PWY-2781,<i>cis</i>-zeatin biosynthesis,0.0028997100289971,171,FALSE,FALSE,TRUE,1,0.3295337297021,0.310298748328336,0.378727197615188,0.301029995663981,0.919505075537224
12928,SORBI_3010G129900,10,17530737,17581135,875,46,329,1.4047,0.080059,0.28699,0.033605,0.080059,0.229898422425474,1,11808,2.441325e-4,875,11720,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.4613745628032,0.458125830006305,0,0,0.919500392809505
12929,SORBI_3006G069100,6,43184380,43244358,1208,62,330,-0.69,0.7549,0.6457,0.70369,0.7549,0.826922341236514,1,30953,0.00563799,1208,27004,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,0.0988740751684888,0.0395994267735548,1.38127438662907,0.301029995663981,0.919419693955772
12930,SORBI_3001G470300,1,74301464,74352185,675,37,330,1.5151,0.064868,0.22284,0.02945,0.064868,0.207818990650675,1,10583,3.449849e-4,675,13084,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.413561639032327,0.505693378358714,0,0,0.919255017391041
12931,SORBI_3010G076600,10,6271767,6324531,479,42,329,1.817,0.034607,0.025253,0.12757,0.034607,0.154178709236631,1,7611,0.00108784,479,18200,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.270230786500197,0.648860452543878,0,0,0.919091239044075
12932,SORBI_3002G070200,2,7038475,7091921,1304,53,329,1.417,0.078248,0.48287,0.020628,0.078248,0.227633922443377,1,11655,2.511757e-4,1304,11891,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.455083795373736,0.463789896628676,0,0,0.918873692002412
12933,SORBI_3009G173600,9,52854969,52946915,1190,44,330,1.2993,0.096922,0.38763,0.035148,0.096922,0.25325045665408,1,12977,1.836371e-4,1190,10681,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.501690259419042,0.41712786985091,0,0,0.918818129269952
12934,SORBI_3002G019400,2,1774290,1826283,757,46,328,1.2498,0.10568,0.62069,0.02589,0.10568,0.264912516262567,1,13526,1.593662e-4,757,10251,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.519535940966846,0.399132791395948,0,0,0.918668732362794
12935,SORBI_3007G168800,7,60342464,60393459,594,41,330,1.5951,0.055346,0.11388,0.044431,0.055346,0.193081511458226,1,9719,4.563344e-4,594,14267,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.375969513242966,0.542680592359788,0,0,0.918650105602754
12936,SORBI_3001G220400,1,20720821,20774416,736,42,330,1.6544,0.04902,0.072004,0.07966,0.04902,0.182455560922064,1,9110,5.794858e-4,736,15221,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.34785898852803,0.570783797512273,0,0,0.918642786040303
12937,SORBI_3003G220500,3,55556986,55611549,539,63,331,1.248,0.10602,0.69549,0.023987,0.10602,0.265445334120948,1,13542,1.591828e-4,539,10240,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.52000221784546,0.398619365023866,0,0,0.918621582869325
12938,SORBI_3003G223800,3,55953231,56009065,914,60,326,1.12,0.13136,0.61466,0.036988,0.13136,0.298796195076139,1,14907,1.17054e-4,914,9303,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.561679153528283,0.356911923020076,0,0,0.918591076548359
12939,SORBI_3006G192600,6,54616795,54669452,473,43,330,-0.34685,0.63565,0.64648,0.52274,0.63565,0.746626721629486,1,28868,0.008450277,473,29017,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,0.0676496647568979,0.0698854778595357,1.38127438662907,0.301029995663981,0.918481334630162
12940,SORBI_3010G183700,10,52296025,52349660,1036,35,329,0.99763,0.15923,0.59543,0.04853,0.15923,0.334355390141194,1,16148,4.090364e-4,1036,13721,1,1.80414377486763,PWY-1001,cellulose biosynthesis,PWY-1001,cellulose biosynthesis,0.0156984301569843,243,FALSE,FALSE,TRUE,1,0.392916410151301,0.322183433746995,0.22611703440903,0.301029995663981,0.918467359802005
12941,SORBI_3003G388700,3,69962763,70016857,531,47,330,1.3402,0.090093,0.78863,0.015602,0.090093,0.243396816508645,1,12551,2.029523e-4,531,11053,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.48682200446272,0.431623844908832,0,0,0.918445849371552
12942,SORBI_3004G295300,4,63489192,63542561,706,36,330,1.6312,0.051427,0.14182,0.028812,0.051427,0.186606470361652,1,9344,5.316966e-4,706,14847,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.358663465954453,0.559769344716947,0,0,0.9184328106714
12943,SORBI_3004G154000,4,48677790,48733200,1673,81,328,0.75907,0.2239,0.51953,0.10526,0.2239,0.4077117877665,1,18621,9.195543e-4,1673,17375,1,3.37255184744222,PWY-6717,"(1,4)-&beta;-D-xylan degradation",PWY-6717,"(1,4)-&beta;-D-xylan degradation",4.2408035284095e-4,114,FALSE,FALSE,TRUE,1,0.29037736122312,0.260299174380212,0.554818456670869,0.301029995663981,0.918394762637961
12944,SORBI_3006G095600,6,46541240,46596064,915,56,329,0.74774,0.22731,0.5741,0.094439,0.22731,0.411600314001922,1,18726,8.578587e-4,915,17069,2,2.70340039376663,PWY-735; PWY-5410,jasmonic acid biosynthesis; traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis,PWY-735,jasmonic acid biosynthesis,0.0013998600139986,149,FALSE,FALSE,TRUE,1,0.298094096088955,0.257857155436295,0.438537039595068,0.477121254719662,0.918356147738683
12945,SORBI_3010G269950,10,60399260,60451340,445,64,325,1.7294,0.041871,0.025543,0.17216,0.041871,0.16903939373735,1,8399,7.567978e-4,445,16530,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.312029320913824,0.606074593225154,0,0,0.918103914138978
12946,SORBI_3003G300250,3,63103649,63154883,649,39,330,1.4445,0.074297,0.19972,0.042456,0.074297,0.222227953426833,1,11336,2.781036e-4,649,12250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.44216608578472,0.475842337245867,0,0,0.918008423030588
12947,SORBI_3004G212800,4,56221907,56277442,1687,78,330,1.2157,0.11205,0.51628,0.034519,0.11205,0.273278529813709,1,13903,1.479681e-4,1687,9989,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.530780161356368,0.387193651722759,0,0,0.917973813079127
12948,SORBI_3004G076732,4,6302222,6352627,569,37,328,1.4065,0.079789,0.32934,0.037051,0.079789,0.229550773120652,1,11786,2.479587e-4,569,11784,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.459009440650697,0.458935737726141,0,0,0.917945178376838
12949,SORBI_3003G327100,3,65258066,65312646,332,43,328,1.3996,0.080809,0.81842,0.013374,0.080809,0.23087148778433,1,11867,2.433362e-4,332,11709,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.46178236848436,0.455961232120194,0,0,0.917743600604555
12950,SORBI_3006G219100,6,56590808,56643748,589,57,330,1.3603,0.086869,0.29493,0.038203,0.086869,0.238873899278242,1,12331,2.158871e-4,589,11270,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.478378258439165,0.439303876732073,0,0,0.917682135171238
12951,SORBI_3001G504500,1,77258679,77311078,457,40,331,1.4601,0.072132,0.76152,0.012946,0.072132,0.218926947368421,1,11172,2.903949e-4,457,12442,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.435411977478621,0.482171247456304,0,0,0.917583224934925
12952,SORBI_3001G392100,1,67819304,67871550,651,37,329,-0.52494,0.70019,0.80621,0.50612,0.70019,0.789833053892216,1,30059,0.006775072,651,27938,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,0.0841068614706353,0.052327646062255,1.38127438662907,0.301029995663981,0.917380699546619
12953,SORBI_3004G260250,4,60535589,60589805,1001,74,328,1.2816,0.099985,0.40612,0.037142,0.099985,0.257568403220905,1,13162,1.746966e-4,1001,10570,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.506227187177845,0.410980288021294,0,0,0.91720747519914
12954,SORBI_3001G480000,1,75165583,75217250,598,61,328,1.4173,0.078199,0.13961,0.072101,0.078199,0.227613960696816,1,11647,2.542585e-4,598,11945,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.453116020399375,0.464088099014027,0,0,0.917204119413402
12955,SORBI_3006G116050,6,48361751,48413181,733,48,328,1.486,0.068645,0.15982,0.05451,0.068645,0.213407970324235,1,10904,3.205679e-4,733,12763,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.424349405248292,0.492716331658654,0,0,0.917065736906946
12956,SORBI_3005G221425,5,70801180,70853647,1072,93,327,1.5393,0.061865,0.069666,0.099209,0.061865,0.203543413545507,1,10306,3.887763e-4,1072,13510,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.399646825463241,0.517212036360216,0,0,0.916858861823456
12957,SORBI_3006G031000,6,6561421,6620099,901,36,330,1.3418,0.089835,0.75052,0.017194,0.089835,0.243103393823318,1,12529,2.076243e-4,901,11116,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.484353636379937,0.432385765247946,0,0,0.916739401627883
12958,SORBI_3001G490200,1,75999897,76051240,848,55,329,1.4067,0.079752,0.17205,0.062799,0.079752,0.229502742595264,1,11783,2.49505e-4,848,11821,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.457647957152237,0.459046296803976,0,0,0.916694253956213
12959,SORBI_3005G149300,5,61747833,61801164,770,20,330,0.052444,0.47909,0.42667,0.48128,0.47909,0.634310366639335,1,25610,0.01405895,770,31218,2,4.98116091650213,PWY0-1319; PWY-5667,CDP-diacylglycerol biosynthesis II; CDP-diacylglycerol biosynthesis I,PWY0-1319,CDP-diacylglycerol biosynthesis II,7.53059162210974e-6,24,FALSE,FALSE,TRUE,1,0.0358970982055912,0.121892596016842,1.23151206629574,0.477121254719662,0.9166821037862
12960,SORBI_3002G357400,2,71940001,71993419,193,36,329,1.4154,0.078476,0.53713,0.020267,0.078476,0.227880809111929,1,11677,2.539278e-4,193,11931,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.453625328779629,0.462970894277104,0,0,0.916596223056732
12961,SORBI_3009G016500,9,1516899,1570509,961,47,330,1.3252,0.092554,0.39891,0.031006,0.092554,0.246975763909656,1,12707,2.001819e-4,961,10964,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.490333147617811,0.426259144563262,0,0,0.916592292181073
12962,SORBI_3007G073750,7,8381204,8432425,764,30,329,1.2666,0.10264,0.70622,0.020603,0.10264,0.260971589682064,1,13336,1.6962e-4,764,10447,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.51131057977966,0.405276587665323,0,0,0.916587167444983
12963,SORBI_3009G028100,9,2494270,2549370,953,56,329,1.2455,0.10648,0.75238,0.024077,0.10648,0.266164676741614,1,13565,1.598539e-4,953,10271,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.518689445265848,0.397882376387657,0,0,0.916571821653504
12964,SORBI_3005G160900,5,63436546,63491832,643,93,328,1.2401,0.10746,0.34184,0.050296,0.10746,0.267196134047078,1,13636,1.585463e-4,643,10221,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.520808786197732,0.395615181928418,0,0,0.91642396812615
12965,SORBI_3005G161000,5,63440798,63496178,643,93,328,1.2401,0.10746,0.34184,0.050296,0.10746,0.267196134047078,1,13637,1.585463e-4,643,10222,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.520766297866053,0.395583333984877,0,0,0.91634963185093
12966,SORBI_3010G189200,10,52946236,52998598,411,29,328,-0.18242,0.57237,0.64716,0.40191,0.57237,0.702015552340302,1,27646,0.01161458,411,30474,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,0.0463727112730302,0.0886698708009579,1.38127438662907,0.301029995663981,0.915988774087716
12967,SORBI_3005G133166,5,57810564,57862832,892,55,330,1.3406,0.09002,0.56398,0.021837,0.09002,0.243257743066624,1,12548,2.081938e-4,892,11120,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.484197387239233,0.431727664459564,0,0,0.915925051698797
12968,SORBI_3001G003600,1,284245,336054,571,29,330,-0.32401,0.62704,0.60569,0.56963,0.62704,0.74095390555846,1,28695,0.01424257,571,31261,1,5.39697717975818,LIPAS-PWY,triacylglycerol degradation,LIPAS-PWY,triacylglycerol degradation,4.00887781942318e-6,15,FALSE,FALSE,TRUE,1,0.0352993080466471,0.0724959454022944,1.43563204895166,0.301029995663981,0.915920276623966
12969,SORBI_3009G131800,9,48506843,48559325,509,46,329,1.6405,0.050449,0.15225,0.042977,0.050449,0.18497239316609,1,9248,5.668283e-4,509,15091,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.351584155379503,0.564254353408818,0,0,0.91583850878832
12970,SORBI_3004G291400,4,63197695,63251547,797,39,330,1.54,0.061785,0.25534,0.022807,0.061785,0.203405203495146,1,10298,3.926411e-4,797,13555,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.398202652568767,0.517549286994056,0,0,0.915751939562823
